Date,d18O
2010-04-23,-7.53162309728887
2010-04-24,-6.842798106166304
2010-04-25,-7.860578264736194
2010-04-26,-8.000858945140044
2010-04-27,-8.080470578546006
2010-04-28,-8.368690760560542
2010-04-29,-8.037845561688039
2010-04-30,-8.37029860941093
2010-05-01,-8.154403799004898
2010-05-02,-7.596393118586098
2010-05-03,-8.77553708507235
2010-05-04,-7.719911702256091
2010-05-05,-7.6493846901466
2010-05-06,-8.385568435426555
2010-05-07,-9.4065487750118
2010-05-08,-8.669109029897378
2010-05-09,-7.736761238114747
2010-05-10,-8.417230845575054
2010-05-11,-8.926457983974252
2010-05-12,-8.700669915000145
2010-05-13,-8.049907205879478
2010-05-14,-8.219237887113483
2010-05-15,-8.634904235410882
2010-05-16,-8.72212321207036
2010-05-17,-8.758295319945065
2010-05-18,-9.04775198109402
2010-05-19,-7.803407951047527
2010-05-20,-8.797215936424745
2010-05-21,-8.05283996050474
2010-05-22,-7.926520821642898
2010-05-23,-8.214171510117037
2010-05-24,-8.955665974390287
2010-05-25,-8.564892528640419
2010-05-26,-8.806122069056515
2010-05-27,-9.273498755900471
2010-05-28,-8.687440437715244
2010-05-29,-9.467452643123165
2010-05-30,-8.31273776003203
2010-05-31,-9.167854370954316
2010-06-01,-8.864249151557203
2010-06-02,-8.852774624668319
2010-06-03,-9.153758195967415
2010-06-04,-8.761134680689809
2010-06-05,-9.322389076162759
2010-06-06,-8.680015047337234
2010-06-07,
2010-06-08,-9.114702700852723
2010-06-09,-8.239911922941028
2010-06-10,-9.7412599748537
2010-06-11,-9.611909260296613
2010-06-12,-9.048240432801988
2010-06-13,-9.24776665342683
2010-06-14,-9.194801708905317
2010-06-15,-9.158268800198728
2010-06-16,-9.118423940355276
2010-06-17,-8.914024023413775
2010-06-18,-9.297211054428212
2010-06-19,-9.65614297929113
2010-06-20,-9.232758519305175
2010-06-21,-8.652763146792049
2010-06-22,-9.702797298008536
2010-06-23,-10.157628959020926
2010-06-24,
2010-06-25,-9.79860523026328
2010-06-26,-10.858895743835118
2010-06-27,-9.383063757662383
2010-06-28,-10.10870949312972
2010-06-29,-9.92062988244343
2010-06-30,-9.74372779916755
2010-07-01,-9.848849563630047
2010-07-02,-9.623771475903435
2010-07-03,-10.230644913681132
2010-07-04,-9.790749355402422
2010-07-05,-10.21146212187855
2010-07-06,-9.74664589821381
2010-07-07,-9.84269541082299
2010-07-08,-10.65238201841308
2010-07-09,-9.675900479210314
2010-07-10,-10.521037356234391
2010-07-11,-9.88311594768305
2010-07-12,-10.137505432489316
2010-07-13,-9.435966459976509
2010-07-14,-10.50059543128125
2010-07-15,-10.597209909223459
2010-07-16,-10.465825345386907
2010-07-17,-10.641134493211656
2010-07-18,-10.122857846051287
2010-07-19,-11.364113583015854
2010-07-20,-11.11576445314678
2010-07-21,-11.155615397276604
2010-07-22,-10.179166858257402
2010-07-23,-9.831427061701813
2010-07-24,-10.771168235445582
2010-07-25,-10.835351618970245
2010-07-26,-10.74768959156546
2010-07-27,-10.233319819404407
2010-07-28,-11.309237883060643
2010-07-29,-10.757428954657646
2010-07-30,-10.419807357171475
2010-07-31,-10.687383297045342
2010-08-01,-10.873386234978579
2010-08-02,-10.497614159093494
2010-08-03,-12.37941814911824
2010-08-04,-10.718224996946404
2010-08-05,-11.413248320930576
2010-08-06,-12.030253323293806
2010-08-07,-10.88773204284292
2010-08-08,-10.484562207033223
2010-08-09,-11.267827240353144
2010-08-10,-10.75002237899803
2010-08-11,-10.447314264022337
2010-08-12,-10.622618989616676
2010-08-13,-10.486337979968162
2010-08-14,-10.961113966186009
2010-08-15,-11.319924146521675
2010-08-16,-12.183685378367398
2010-08-17,-11.530386059023
2010-08-18,-11.853213996223424
2010-08-19,-10.36993159270394
2010-08-20,-11.566727433408017
2010-08-21,
2010-08-22,-11.248485412758063
2010-08-23,-11.524475427954979
2010-08-24,-10.720342113150464
2010-08-25,-11.900319339200426
2010-08-26,-11.512347746598069
2010-08-27,-12.001067261181182
2010-08-28,-12.309541424557075
2010-08-29,-11.974624792498549
2010-08-30,-11.705974916582749
2010-08-31,-11.92032455579755
2010-09-01,-12.069596122742633
2010-09-02,-12.443746576373051
2010-09-03,-11.798827774636349
2010-09-04,-12.525802313181487
2010-09-05,-11.409056492108098
2010-09-06,-11.762977526393115
2010-09-07,-12.547552190462051
2010-09-08,-11.987421811913624
2010-09-09,-12.222393948724699
2010-09-10,-11.699680608726949
2010-09-11,-11.201444571658415
2010-09-12,-12.821104103021796
2010-09-13,-11.837295538914061
2010-09-14,-11.985604982217023
2010-09-15,-11.5800346726301
2010-09-16,-11.818705635313453
2010-09-17,-12.310318125464873
2010-09-18,-12.102317537200808
2010-09-19,-12.348685704555312
2010-09-20,-11.419974178182565
2010-09-21,-11.954047497357875
2010-09-22,-11.0202521657074
2010-09-23,-12.006738896895595
2010-09-24,-12.335588003778353
2010-09-25,-12.742631623377806
2010-09-26,-12.891146449346627
2010-09-27,-12.78485801914019
2010-09-28,-11.861850459914491
2010-09-29,-11.743084536545826
2010-09-30,-12.78948458520004
2010-10-01,-11.552220759685662
2010-10-02,
2010-10-03,-11.926269433547434
2010-10-04,-11.192630987580282
2010-10-05,-11.548805546235181
2010-10-06,-12.12938341951064
2010-10-07,-12.438016712112304
2010-10-08,-13.06504121460592
2010-10-09,-12.344834471490229
2010-10-10,-12.08635975948436
2010-10-11,-12.469335082845678
2010-10-12,-12.035739827189156
2010-10-13,-11.925468438893908
2010-10-14,-12.069524260064446
2010-10-15,-12.274720312086556
2010-10-16,-11.857437484979403
2010-10-17,-11.71226569601549
2010-10-18,-12.469334683717713
2010-10-19,-11.208998696773488
2010-10-20,-11.953522173478351
2010-10-21,-11.884003024820348
2010-10-22,-11.52796005786196
2010-10-23,-11.753541703071365
2010-10-24,-11.38111054355499
2010-10-25,-11.701096152657197
2010-10-26,-12.137310433275314
2010-10-27,-11.636231644541965
2010-10-28,-12.374200497372644
2010-10-29,-11.732878186759729
2010-10-30,-11.788064832089358
2010-10-31,-11.859275862015949
2010-11-01,-11.802734388634425
2010-11-02,-12.662123915249055
2010-11-03,-11.977786275364318
2010-11-04,-11.63872172940265
2010-11-05,-11.586437681179657
2010-11-06,-12.16093204037418
2010-11-07,-10.994481740458848
2010-11-08,-12.040182721175075
2010-11-09,-11.101650767627
2010-11-10,-11.351596822599724
2010-11-11,-11.866659128015469
2010-11-12,-10.633784736408066
2010-11-13,-12.09570308958263
2010-11-14,
2010-11-15,-10.952158670186819
2010-11-16,-11.76389433907653
2010-11-17,-10.708063248777231
2010-11-18,-11.504615266630653
2010-11-19,-11.210133061741969
2010-11-20,-11.1988060116601
2010-11-21,-11.370215093748879
2010-11-22,-10.871364781769437
2010-11-23,-10.85335493694477
2010-11-24,-12.0973257382173
2010-11-25,-10.543488161478836
2010-11-26,-11.999148993733238
2010-11-27,-10.623529013054696
2010-11-28,-10.548011376538305
2010-11-29,-11.628080119314832
2010-11-30,-11.2589166495984
2010-12-01,-11.576962690865896
2010-12-02,-11.101868672038243
2010-12-03,-11.118428837885576
2010-12-04,-10.544299583620191
2010-12-05,-10.248417206605962
2010-12-06,-10.174904022814207
2010-12-07,-11.122746030480462
2010-12-08,-10.914939981713777
2010-12-09,-11.620475379200878
2010-12-10,-11.149888108074236
2010-12-11,-10.232503014580994
2010-12-12,-9.874901616715958
2010-12-13,-11.267429641939781
2010-12-14,-10.913857092108955
2010-12-15,-10.598014832381617
2010-12-16,-10.411745310596118
2010-12-17,-10.923478291911634
2010-12-18,-10.273343166933147
2010-12-19,-10.688846890031497
2010-12-20,-10.425573146731853
2010-12-21,-10.111500886476339
2010-12-22,-10.347614052703088
2010-12-23,-10.535096495184957
2010-12-24,-10.3376930373388
2010-12-25,-10.292970489282267
2010-12-26,-10.39962177825379
2010-12-27,-10.30977803987424
2010-12-28,-9.346766791169737
2010-12-29,-9.831297789840127
2010-12-30,-10.225131739367633
2010-12-31,-9.694525543226261
2011-01-01,-10.175510930283968
2011-01-02,-9.38763476130784
2011-01-03,-9.754979514196437
2011-01-04,-9.95907302645985
2011-01-05,
2011-01-06,-10.622196845227869
2011-01-07,-10.365878292763355
2011-01-08,-10.36525129566057
2011-01-09,
2011-01-10,-8.833835563992563
2011-01-11,-8.550473207973567
2011-01-12,-9.313226747176966
2011-01-13,-9.348067899714124
2011-01-14,-10.465375656779806
2011-01-15,-9.802669110923404
2011-01-16,-9.891848194702355
2011-01-17,-9.775152788368025
2011-01-18,-9.515731964332858
2011-01-19,-9.63480459062045
2011-01-20,-10.355686370486838
2011-01-21,-8.959546100776645
2011-01-22,-9.837534732951108
2011-01-23,-9.149408576317802
2011-01-24,-8.20007576697943
2011-01-25,-9.665120240451834
2011-01-26,-10.439117675490603
2011-01-27,-9.285766428924601
2011-01-28,-8.56132857418228
2011-01-29,-8.101941568454812
2011-01-30,-9.665468909442339
2011-01-31,-8.772204232133948
2011-02-01,-9.223358637553721
2011-02-02,-9.0141258188265
2011-02-03,-7.609735612619339
2011-02-04,-9.654464160596856
2011-02-05,-8.74750550208775
2011-02-06,-8.612258173836652
2011-02-07,-8.275282480300014
2011-02-08,-8.74160466992559
2011-02-09,-8.609349462828384
2011-02-10,-8.932343439522745
2011-02-11,-8.575473992729957
2011-02-12,-8.855533629309974
2011-02-13,-8.34744101891166
2011-02-14,-8.817718656368367
2011-02-15,-8.419454358795429
2011-02-16,-8.598138943835993
2011-02-17,-7.996404555763374
2011-02-18,-8.561474975033551
2011-02-19,-9.399076066245959
2011-02-20,-7.85882095816501
2011-02-21,-8.920316633222331
2011-02-22,-8.772455932442936
2011-02-23,-8.721985670495501
2011-02-24,-7.71598455512504
2011-02-25,-9.450561804680722
2011-02-26,-6.793850104623717
2011-02-27,-7.815180136882748
2011-02-28,-8.212563525561059
2011-03-01,-8.33310032536039
2011-03-02,-8.144848014490561
2011-03-03,-8.009542283893461
2011-03-04,
2011-03-05,-7.958798903456707
2011-03-06,-8.175839901930166
2011-03-07,-8.303855102949349
2011-03-08,-8.265909299230442
2011-03-09,-8.273349089624412
2011-03-10,-7.5951719750904125
2011-03-11,-7.851984613355784
2011-03-12,-9.606211053620013
2011-03-13,-7.79587169245099
2011-03-14,-8.014814519015596
2011-03-15,-8.110456165792922
2011-03-16,-8.284842099840798
2011-03-17,-7.518572626277089
2011-03-18,-7.597479840945081
2011-03-19,-8.448866741860435
2011-03-20,-7.850659959083062
2011-03-21,-8.532348462250035
2011-03-22,-8.72924123584028
2011-03-23,-8.346282987775522
2011-03-24,-7.595801950648385
2011-03-25,-7.545094318342047
2011-03-26,-7.760357708740991
2011-03-27,-7.65018293419627
2011-03-28,-7.751060157813614
2011-03-29,-8.326897697484826
2011-03-30,-7.787793236289814
2011-03-31,-7.6017380759237785
2011-04-01,-7.623576760801391
2011-04-02,-7.405636945540933
2011-04-03,-7.645904717717703
2011-04-04,-7.824887363003251
2011-04-05,-7.466682824305686
2011-04-06,-8.01675636175144
2011-04-07,-8.446761644137311
2011-04-08,-8.090276495559223
2011-04-09,-8.384702276032979
2011-04-10,-8.353936238081987
2011-04-11,-8.093289577724438
2011-04-12,-8.422508953628387
2011-04-13,
2011-04-14,-8.98539424583607
2011-04-15,-7.938955590948756
2011-04-16,-8.052593576910027
2011-04-17,-8.46991059061272
2011-04-18,-7.740487074258729
2011-04-19,-7.610639558584989
2011-04-20,-8.893087607657929
2011-04-21,-8.481118517430634
2011-04-22,-8.495338068448929
2011-04-23,-8.592288263988499
2011-04-24,-7.719724743122169
2011-04-25,-8.244052726787688
2011-04-26,-8.292622862554866
2011-04-27,-9.176066786063826
2011-04-28,-7.870737053366879
2011-04-29,-8.822921798462708
2011-04-30,-8.188704493092885
2011-05-01,-8.095887670403705
2011-05-02,-7.5706745899435255
2011-05-03,-8.922359391990678
2011-05-04,-9.795163116609785
2011-05-05,-8.211447488233171
2011-05-06,-7.421583951209438
2011-05-07,-7.721330241528533
2011-05-08,-8.255428569356845
2011-05-09,-8.626016454762832
2011-05-10,-7.997056473945607
2011-05-11,-8.908283565366721
2011-05-12,-8.204691374535312
2011-05-13,-8.211955753071152
2011-05-14,-7.956860775029433
2011-05-15,-7.1298583366309805
2011-05-16,-8.336644006997023
2011-05-17,-8.810931590640168
2011-05-18,-8.593261890817676
2011-05-19,-9.489457704465455
2011-05-20,-8.977134161554703
2011-05-21,
2011-05-22,-8.942746419697015
2011-05-23,-8.63057649602737
2011-05-24,-9.144398301867684
2011-05-25,-8.199482275599209
2011-05-26,-8.78707028704435
2011-05-27,-8.819359085094062
2011-05-28,-9.006542134501258
2011-05-29,-8.79322778086192
2011-05-30,-8.486836478608877
2011-05-31,-9.361838896454334
2011-06-01,-9.286537351821073
2011-06-02,-9.138855939061042
2011-06-03,-9.689741968889885
2011-06-04,-9.456539962267193
2011-06-05,
2011-06-06,-8.670762603762261
2011-06-07,-9.007600101535289
2011-06-08,-9.073264201305516
2011-06-09,-8.776034159706246
2011-06-10,-9.301829312776416
2011-06-11,
2011-06-12,-9.348746190279497
2011-06-13,-9.196766820332153
2011-06-14,-9.653338432182883
2011-06-15,-10.614067597426835
2011-06-16,-9.494677644428789
2011-06-17,-8.749212441029774
2011-06-18,-9.030686874833343
2011-06-19,-9.044453694861987
2011-06-20,-8.942584860659126
2011-06-21,-9.54994922115408
2011-06-22,-9.52936801766688
2011-06-23,-9.970709746950881
2011-06-24,-9.85387820913483
2011-06-25,-9.422004193433738
2011-06-26,-9.162075466896116
2011-06-27,-9.867938571445693
2011-06-28,-10.057567525455168
2011-06-29,-9.866515946991635
2011-06-30,-9.600523007308926
2011-07-01,-10.657429503488162
2011-07-02,-11.117987371605553
2011-07-03,-10.279569027391341
2011-07-04,-10.649059250593728
2011-07-05,-10.327164118599896
2011-07-06,-10.181353531628146
2011-07-07,-10.36842512903333
2011-07-08,-9.449862748413937
2011-07-09,-10.046967614683538
2011-07-10,-10.094284055525518
2011-07-11,-9.967526543887962
2011-07-12,-10.882073104244755
2011-07-13,-9.827034560987011
2011-07-14,-10.418303945616
2011-07-15,-10.078900268447075
2011-07-16,-10.98366541744754
2011-07-17,-11.258079915272482
2011-07-18,-10.105577039609662
2011-07-19,-10.35948618663235
2011-07-20,-11.031723737355287
2011-07-21,-11.048364673440359
2011-07-22,-10.083469358897307
2011-07-23,-11.273355098784242
2011-07-24,-9.889574253765884
2011-07-25,-11.193272305838512
2011-07-26,-10.455597329440382
2011-07-27,-10.970704610048664
2011-07-28,-10.536165111198313
2011-07-29,-11.14093137604682
2011-07-30,-10.981129262369707
2011-07-31,-10.909865410565946
2011-08-01,-11.461735616950316
2011-08-02,-10.620262337755069
2011-08-03,-11.277020758580411
2011-08-04,-11.164151440981929
2011-08-05,-11.576153010639079
2011-08-06,-12.388952705710414
2011-08-07,-11.231779498927418
2011-08-08,-9.958101408858438
2011-08-09,-10.799905910361394
2011-08-10,-11.229284385279062
2011-08-11,-11.378184835818686
2011-08-12,-11.262222770358372
2011-08-13,-11.026235618692107
2011-08-14,-11.916156413145098
2011-08-15,-10.79415167661131
2011-08-16,-11.018784509563835
2011-08-17,-11.042137626621843
2011-08-18,-11.20633329561683
2011-08-19,-11.43968166227762
2011-08-20,-11.136549271835703
2011-08-21,-11.200126843195557
2011-08-22,-11.69566558528103
2011-08-23,-11.827608044447086
2011-08-24,-11.511584988928504
2011-08-25,-10.809246666597241
2011-08-26,-12.224085226856866
2011-08-27,-12.35859446185
2011-08-28,-11.56227073442016
2011-08-29,-11.638539951438382
2011-08-30,-11.59615321793111
2011-08-31,-11.579189724201528
2011-09-01,-11.830606321028485
2011-09-02,-10.991403663672392
2011-09-03,-12.553603751899272
2011-09-04,-12.183697868926647
2011-09-05,-11.836850721954253
2011-09-06,-12.622063456491677
2011-09-07,-11.903109174406564
2011-09-08,-10.998622669053411
2011-09-09,-11.832548951106007
2011-09-10,-11.740730814689742
2011-09-11,-12.498703478121929
2011-09-12,-12.188788672496539
2011-09-13,-12.079636529425986
2011-09-14,-12.061766373844794
2011-09-15,-11.272394312831134
2011-09-16,-11.644111913379476
2011-09-17,-12.487858621574556
2011-09-18,-11.81747770500767
2011-09-19,-11.699645377834686
2011-09-20,-11.386131222354388
2011-09-21,-11.172806015111506
2011-09-22,-12.476913165212991
2011-09-23,-12.380501768703628
2011-09-24,-12.608984430474726
2011-09-25,-12.101741946782836
2011-09-26,-11.755502032082937
2011-09-27,-11.498374680320715
2011-09-28,-12.03278869248718
2011-09-29,-12.156917887030378
2011-09-30,-11.922705131325369
2011-10-01,-12.417154167114095
2011-10-02,-10.955220235605097
2011-10-03,-12.803635161066582
2011-10-04,-11.9066576347458
2011-10-05,-10.985856546740917
2011-10-06,-11.992300326606243
2011-10-07,-12.088169799106119
2011-10-08,-12.168733220494685
2011-10-09,-12.076477701328944
2011-10-10,-11.295541201709034
2011-10-11,-13.08299347785144
2011-10-12,-11.20485771006972
2011-10-13,
2011-10-14,-12.09217633712082
2011-10-15,-12.166239721258668
2011-10-16,-11.649530699809656
2011-10-17,-12.73448413035938
2011-10-18,-11.695377518604769
2011-10-19,-10.904780865583023
2011-10-20,-12.58842725299614
2011-10-21,-11.801327475659534
2011-10-22,-12.215950846793877
2011-10-23,-11.660237563311446
2011-10-24,-11.85127438176875
2011-10-25,-12.168708174126042
2011-10-26,-11.590598183804186
2011-10-27,-10.918387009760231
2011-10-28,-11.901500965622093
2011-10-29,-11.431123664812917
2011-10-30,-12.422062694456733
2011-10-31,-12.237542606383263
2011-11-01,-11.506498869087093
2011-11-02,-10.983505890250767
2011-11-03,-11.530108504496386
2011-11-04,-11.84629006894211
2011-11-05,-11.671461198278752
2011-11-06,-12.277162107867655
2011-11-07,-11.33006307657655
2011-11-08,-11.171033677495558
2011-11-09,-11.817647767997283
2011-11-10,-11.805555087567742
2011-11-11,-11.416061564687102
2011-11-12,-11.745368839136468
2011-11-13,-11.53763170351036
2011-11-14,-10.431815701588606
2011-11-15,
2011-11-16,-11.613760619212382
2011-11-17,-11.734178126595465
2011-11-18,-11.013710556415237
2011-11-19,-11.451407864710273
2011-11-20,-11.660068851834112
2011-11-21,-10.648921709992596
2011-11-22,-10.573576093393408
2011-11-23,-11.557013475962592
2011-11-24,-12.16312385837558
2011-11-25,
2011-11-26,-11.517189456112767
2011-11-27,-10.751546483857922
2011-11-28,-12.103556558388604
2011-11-29,-10.6435203629556
2011-11-30,-11.666396884333121
2011-12-01,-10.666106836728998
2011-12-02,-10.994725104754108
2011-12-03,-11.448907623803418
2011-12-04,-11.145244733935503
2011-12-05,-10.56807734031558
2011-12-06,-10.82752968399704
2011-12-07,-10.557250214795792
2011-12-08,-9.82996483934621
2011-12-09,-11.568792249887622
2011-12-10,-9.94631868023931
2011-12-11,-10.67077712821002
2011-12-12,-11.140163316336771
2011-12-13,-11.323539889909487
2011-12-14,-10.720360231148424
2011-12-15,-10.132206754218865
2011-12-16,-10.623862657137456
2011-12-17,-9.771401179513761
2011-12-18,-11.219301095892748
2011-12-19,-10.466346233325515
2011-12-20,-11.052950779448416
2011-12-21,-10.211264130377387
2011-12-22,-9.915846072371975
2011-12-23,-10.535774040369311
2011-12-24,-11.593507158884268
2011-12-25,-10.157847014197962
2011-12-26,-10.004796523305249
2011-12-27,-9.98679709491658
2011-12-28,-9.536776138002566
2011-12-29,-10.655871066731514
2011-12-30,-9.74587755538222
2011-12-31,-9.455347788544096
2012-01-01,-10.906496003734686
2012-01-02,-9.822971875309081
2012-01-03,-10.200488370720755
2012-01-04,-9.95477572844338
2012-01-05,-9.70581753132384
2012-01-06,-10.088947048143133
2012-01-07,-10.148909567183383
2012-01-08,-9.759757992083987
2012-01-09,-10.286301881835195
2012-01-10,-10.251512333871897
2012-01-11,-9.334920214992968
2012-01-12,-10.2151072501587
2012-01-13,-9.273763677855522
2012-01-14,-9.34195029633117
2012-01-15,-10.402601604992814
2012-01-16,-9.845069075300858
2012-01-17,-8.875966653838876
2012-01-18,-9.930494668621156
2012-01-19,-9.639170320973596
2012-01-20,-9.143169517614144
2012-01-21,-8.949921668318716
2012-01-22,-9.434998150847047
2012-01-23,-9.575800000374196
2012-01-24,-8.533890101427128
2012-01-25,-8.34387872406912
2012-01-26,-8.692385843005153
2012-01-27,-9.107884223685451
2012-01-28,-9.523655950265807
2012-01-29,-9.503985634484353
2012-01-30,-8.797016369895008
2012-01-31,-8.81886297545056
2012-02-01,-8.297339064854466
2012-02-02,-8.643286057469673
2012-02-03,-9.690729231187179
2012-02-04,-8.384207159033283
2012-02-05,-9.380525664124523
2012-02-06,-9.045126352536874
2012-02-07,-8.70002535364139
2012-02-08,-7.799624116361055
2012-02-09,-7.215186839302053
2012-02-10,-8.439836777338668
2012-02-11,-8.808220713709966
2012-02-12,-8.423173449630625
2012-02-13,-8.220789954389685
2012-02-14,-8.799538034677372
2012-02-15,-7.7165877798786315
2012-02-16,-8.474557396626418
2012-02-17,-8.316537912252535
2012-02-18,-8.208688529769185
2012-02-19,-8.307530098520914
2012-02-20,-8.075964353567748
2012-02-21,-8.78161762215729
2012-02-22,-8.730150197459887
2012-02-23,-8.979543102797855
2012-02-24,-8.188646783109148
2012-02-25,-7.99833153958668
2012-02-26,-8.138792827169823
2012-02-27,-7.510795542443436
2012-02-28,-8.331691108424096
2012-02-29,-7.975868118523209
2012-03-01,-8.837935259180444
2012-03-02,-8.467985946718455
2012-03-03,-7.909529113189832
2012-03-04,-7.81612452665417
2012-03-05,-8.371557258310942
2012-03-06,-8.244796990042028
2012-03-07,-8.95288780358196
2012-03-08,-8.3579535357497
2012-03-09,-7.720274092000386
2012-03-10,-7.864432772342832
2012-03-11,-7.888818868832768
2012-03-12,-8.101931990001559
2012-03-13,-8.11150866279034
2012-03-14,-8.43398001027199
2012-03-15,-7.743745539198995
2012-03-16,-7.872577850578857
2012-03-17,-7.8275267243578615
2012-03-18,-8.327595466916284
2012-03-19,-9.132864125240605
2012-03-20,-7.499806133013817
2012-03-21,-8.28056855550059
2012-03-22,
2012-03-23,-7.681685983325122
2012-03-24,-8.218943797772878
2012-03-25,-7.48806636892939
2012-03-26,-7.705215164763912
2012-03-27,-7.66820482931029
2012-03-28,-8.689827573994895
2012-03-29,-7.398327758420558
2012-03-30,-7.871715078027336
2012-03-31,-8.18561064542944
2012-04-01,-7.9285011188213215
2012-04-02,-8.888128019996676
2012-04-03,-7.79609087796058
2012-04-04,-8.516101626641296
2012-04-05,-8.67934101751881
2012-04-06,-8.766366412443025
2012-04-07,-7.451613873889771
2012-04-08,-8.32595047754029
2012-04-09,-7.248404127812406
2012-04-10,-8.28770523050873
2012-04-11,-8.878605965698013
2012-04-12,-8.588896150675273
2012-04-13,-7.419017831600836
2012-04-14,-8.121743347353313
2012-04-15,-8.32538739616222
2012-04-16,-7.979260792849933
2012-04-17,-7.816978988810186
2012-04-18,-7.51834314830673
2012-04-19,-7.362534174720516
2012-04-20,-8.276975497427866
2012-04-21,-8.770985503777002
2012-04-22,-8.326124612084836
2012-04-23,-8.001238651172917
2012-04-24,-8.62579819555622
2012-04-25,-8.635583262193531
2012-04-26,-7.998748307307633
2012-04-27,-8.209144203594697
2012-04-28,-8.183132451379613
2012-04-29,-8.594024325470304
2012-04-30,-8.34575100056636
2012-05-01,-8.70896480947314
2012-05-02,-7.818565411464172
2012-05-03,-7.76337013892704
2012-05-04,
2012-05-05,-8.781931379979888
2012-05-06,-9.084280825178647
2012-05-07,-8.680360812165029
2012-05-08,-8.416887155921401
2012-05-09,-9.12029092081935
2012-05-10,-8.87717316421782
2012-05-11,-8.939465549481248
2012-05-12,-8.355559177301892
2012-05-13,-8.446682601671357
2012-05-14,-8.864834866602378
2012-05-15,-8.438609674111188
2012-05-16,-8.823850051169016
2012-05-17,-8.710256390141332
2012-05-18,-7.76204346537492
2012-05-19,-7.9532943068203705
2012-05-20,-9.298478094518051
2012-05-21,-8.259383785569735
2012-05-22,-8.29450654647449
2012-05-23,-9.300675927611913
2012-05-24,-8.343871756908015
2012-05-25,-8.011379845381855
2012-05-26,-9.369064348811799
2012-05-27,-9.294342290842234
2012-05-28,-8.354903648950913
2012-05-29,-8.756466468274413
2012-05-30,-8.645283539045417
2012-05-31,-8.779853908487832
